기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2019	양천구	신월7동	계	21,602	573	699	639	895	1,337	1,486	1,337	1,599	1,455	1,730	1,777	2,045	1,923	1,438	1,012	814	518	230	71	21	3
2019	양천구	신월7동	한국인	21,460	570	695	637	894	1,329	1,472	1,321	1,583	1,437	1,721	1,751	2,031	1,915	1,438	1,009	814	518	230	71	21	3
2019	양천구	신월7동	외국인	142	3	4	2	1	8	14	16	16	18	9	26	14	8	-	3	-	-	-	-	-	-
2019	양천구	신정1동	계	21,627	593	1,337	1,589	1,571	1,449	1,175	870	1,431	1,940	2,318	2,006	1,610	1,212	891	633	447	288	162	73	26	6
2019	양천구	신정1동	한국인	21,412	590	1,334	1,584	1,565	1,428	1,150	844	1,411	1,920	2,295	1,980	1,592	1,201	887	632	447	288	160	73	26	5
2019	양천구	신정1동	외국인	215	3	3	5	6	21	25	26	20	20	23	26	18	11	4	1	-	-	2	-	-	1
2019	양천구	신정2동	계	20,685	415	964	1,395	1,618	1,519	1,308	860	1,147	1,632	2,269	2,010	1,772	1,324	823	595	471	314	168	48	19	14
2019	양천구	신정2동	한국인	20,500	415	961	1,394	1,612	1,491	1,272	836	1,130	1,617	2,258	1,993	1,752	1,321	822	594	471	312	168	48	19	14
2019	양천구	신정2동	외국인	185	-	3	1	6	28	36	24	17	15	11	17	20	3	1	1	-	2	-	-	-	-
2019	양천구	신정3동	계	48,151	1,568	2,324	2,561	2,956	3,190	2,928	2,751	3,493	3,824	4,752	4,320	3,739	3,295	2,231	1,698	1,262	733	341	135	39	11
2019	양천구	신정3동	한국인	47,718	1,557	2,311	2,556	2,954	3,175	2,903	2,717	3,453	3,777	4,685	4,258	3,671	3,269	2,221	1,693	1,261	732	341	135	38	11
2019	양천구	신정3동	외국인	433	11	13	5	2	15	25	34	40	47	67	62	68	26	10	5	1	1	-	-	1	-
2019	양천구	신정6동	계	25,304	791	1,346	1,801	1,991	1,841	1,462	1,232	1,682	2,080	2,721	2,474	1,951	1,464	996	586	351	279	164	76	14	2
2019	양천구	신정6동	한국인	25,279	791	1,346	1,801	1,991	1,841	1,458	1,225	1,679	2,079	2,720	2,469	1,949	1,464	995	586	351	279	163	76	14	2
2019	양천구	신정6동	외국인	25	-	-	-	-	-	4	7	3	1	1	5	2	-	1	-	-	-	1	-	-	-
2019	양천구	신정7동	계	30,904	849	1,235	1,653	1,959	2,155	1,825	1,581	1,924	2,301	3,132	2,832	2,676	2,236	1,556	1,124	814	613	279	114	29	17
2019	양천구	신정7동	한국인	30,695	846	1,233	1,651	1,953	2,136	1,805	1,548	1,907	2,280	3,106	2,806	2,654	2,230	1,554	1,123	811	613	279	114	29	17
2019	양천구	신정7동	외국인	209	3	2	2	6	19	20	33	17	21	26	26	22	6	2	1	3	-	-	-	-	-
2019	양천구	목5동	계	42,948	997	2,543	3,972	3,826	2,608	2,158	1,775	2,446	4,082	5,413	3,854	2,909	2,396	1,494	998	585	438	290	130	27	7
2019	양천구	목5동	한국인	42,885	995	2,543	3,971	3,826	2,603	2,146	1,760	2,441	4,073	5,409	3,851	2,907	2,393	1,494	997	584	438	290	130	27	7
2019	양천구	목5동	외국인	63	2	-	1	-	5	12	15	5	9	4	3	2	3	-	1	1	-	-	-	-	-
2019	양천구	신정4동	계	35,581	972	1,057	1,004	1,542	2,405	3,117	2,682	3,091	2,592	3,011	2,892	2,968	2,721	2,035	1,527	1,062	549	226	90	23	15
2019	양천구	신정4동	한국인	34,763	947	1,045	988	1,526	2,354	3,031	2,588	3,024	2,527	2,932	2,775	2,838	2,673	2,024	1,526	1,062	549	226	90	23	15
2019	양천구	신정4동	외국인	818	25	12	16	16	51	86	94	67	65	79	117	130	48	11	1	-	-	-	-	-	-
2019	강서구	소계	계	598,273	20,904	23,465	21,684	25,899	35,759	52,571	50,875	53,866	46,080	48,424	44,006	46,593	44,070	30,006	22,350	15,282	9,327	4,590	1,833	471	218
2019	강서구	소계	한국인	591,796	20,648	23,320	21,616	25,826	35,481	51,937	49,954	53,124	45,481	47,795	43,289	45,778	43,708	29,872	22,298	15,252	9,314	4,582	1,832	471	218
2019	강서구	소계	외국인	6,477	256	145	68	73	278	634	921	742	599	629	717	815	362	134	52	30	13	8	1	-	-
2019	강서구	염창동	계	42,579	1,889	2,476	2,372	2,267	2,526	3,220	3,463	4,009	3,854	3,991	3,194	2,900	2,455	1,528	1,038	651	436	213	68	18	11
2019	강서구	염창동	한국인	42,455	1,887	2,476	2,371	2,264	2,517	3,200	3,446	3,990	3,840	3,978	3,186	2,893	2,451	1,523	1,038	650	436	212	68	18	11
2019	강서구	염창동	외국인	124	2	-	1	3	9	20	17	19	14	13	8	7	4	5	-	1	-	1	-	-	-
2019	강서구	등촌1동	계	23,717	857	597	595	905	1,460	3,134	3,173	2,532	1,648	1,707	1,566	1,564	1,316	805	629	457	406	236	102	23	5
2019	강서구	등촌1동	한국인	23,496	849	593	594	901	1,438	3,089	3,138	2,496	1,634	1,696	1,553	1,547	1,309	803	627	457	406	236	102	23	5
2019	강서구	등촌1동	외국인	221	8	4	1	4	22	45	35	36	14	11	13	17	7	2	2	-	-	-	-	-	-
2019	강서구	등촌2동	계	21,868	750	800	698	1,065	1,404	2,010	1,797	1,944	1,496	1,682	1,746	1,867	1,661	1,147	790	476	299	147	64	21	4
2019	강서구	등촌2동	한국인	21,736	744	797	696	1,064	1,395	1,998	1,776	1,920	1,485	1,672	1,738	1,852	1,656	1,143	790	475	299	147	64	21	4
2019	강서구	등촌2동	외국인	132	6	3	2	1	9	12	21	24	11	10	8	15	5	4	-	1	-	-	-	-	-
2019	강서구	등촌3동	계	32,506	908	944	920	1,467	2,034	2,381	2,363	2,391	1,881	2,358	2,627	3,186	2,996	1,930	1,356	1,100	866	502	238	46	12
2019	강서구	등촌3동	한국인	32,310	903	942	919	1,464	2,028	2,363	2,330	2,367	1,859	2,339	2,605	3,166	2,986	1,924	1,356	1,098	864	501	238	46	12
2019	강서구	등촌3동	외국인	196	5	2	1	3	6	18	33	24	22	19	22	20	10	6	-	2	2	1	-	-	-
2019	강서구	화곡본동	계	35,918	1,242	1,398	1,204	1,485	2,285	3,506	3,262	3,557	2,960	2,988	2,537	2,533	2,409	1,691	1,227	847	430	221	87	39	10
2019	강서구	화곡본동	한국인	35,485	1,218	1,384	1,199	1,479	2,266	3,452	3,182	3,502	2,922	2,957	2,509	2,486	2,390	1,686	1,222	844	430	221	87	39	10
2019	강서구	화곡본동	외국인	433	24	14	5	6	19	54	80	55	38	31	28	47	19	5	5	3	-	-	-	-	-
2019	강서구	화곡2동	계	19,487	651	801	738	888	1,078	1,513	1,487	1,861	1,576	1,749	1,504	1,496	1,424	1,003	769	525	256	111	44	7	6
2019	강서구	화곡2동	한국인	19,163	635	782	734	885	1,070	1,498	1,443	1,828	1,543	1,706	1,462	1,459	1,406	999	768	523	255	110	44	7	6
2019	강서구	화곡2동	외국인	324	16	19	4	3	8	15	44	33	33	43	42	37	18	4	1	2	1	1	-	-	-
2019	강서구	화곡3동	계	22,710	689	767	720	1,008	1,430	1,935	1,699	1,768	1,572	1,744	1,693	1,887	2,043	1,374	1,030	697	354	190	69	19	22
2019	강서구	화곡3동	한국인	22,536	680	767	719	1,003	1,425	1,923	1,669	1,753	1,559	1,727	1,667	1,864	2,031	1,371	1,028	696	354	190	69	19	22
2019	강서구	화곡3동	외국인	174	9	-	1	5	5	12	30	15	13	17	26	23	12	3	2	1	-	-	-	-	-
2019	강서구	화곡4동	계	22,044	669	689	646	843	1,318	1,723	1,742	1,997	1,641	1,770	1,760	1,912	1,801	1,291	962	649	378	174	64	9	6
2019	강서구	화곡4동	한국인	21,674	648	679	640	838	1,304	1,691	1,694	1,960	1,607	1,744	1,713	1,859	1,777	1,283	958	648	378	174	64	9	6
2019	강서구	화곡4동	외국인	370	21	10	6	5	14	32	48	37	34	26	47	53	24	8	4	1	-	-	-	-	-
2019	강서구	화곡6동	계	25,118	735	698	765	1,022	1,620	2,463	2,108	2,081	1,812	1,995	1,988	2,141	2,093	1,404	948	632	342	184	63	15	9
2019	강서구	화곡6동	한국인	24,900	726	693	763	1,021	1,604	2,435	2,076	2,052	1,792	1,977	1,968	2,121	2,081	1,402	947	632	341	182	63	15	9
2019	강서구	화곡6동	외국인	218	9	5	2	1	16	28	32	29	20	18	20	20	12	2	1	-	1	2	-	-	-
2019	강서구	화곡8동	계	26,509	864	814	768	990	1,555	2,410	2,284	2,479	2,078	2,075	1,975	2,120	2,037	1,455	1,208	783	384	153	59	13	5
2019	강서구	화곡8동	한국인	25,996	832	800	765	989	1,531	2,368	2,215	2,428	2,043	2,034	1,913	2,046	1,992	1,442	1,205	780	383	153	59	13	5
2019	강서구	화곡8동	외국인	513	32	14	3	1	24	42	69	51	35	41	62	74	45	13	3	3	1	-	-	-	-
2019	강서구	가양1동	계	34,154	969	987	854	1,174	2,643	5,635	4,679	3,487	2,338	2,297	2,140	2,172	1,993	1,021	746	458	315	159	67	15	5
2019	강서구	가양1동	한국인	33,806	962	982	854	1,173	2,621	5,575	4,610	3,441	2,320	2,271	2,119	2,165	1,976	992	738	451	311	158	67	15	5
2019	강서구	가양1동	외국인	348	7	5	-	1	22	60	69	46	18	26	21	7	17	29	8	7	4	1	-	-	-
2019	강서구	가양2동	계	15,140	316	261	197	331	684	1,223	1,452	1,190	747	742	920	1,613	1,824	1,301	872	627	455	260	99	25	1
2019	강서구	가양2동	한국인	15,052	315	260	195	331	676	1,203	1,433	1,182	742	737	912	1,604	1,823	1,300	872	627	455	260	99	25	1
2019	강서구	가양2동	외국인	88	1	1	2	-	8	20	19	8	5	5	8	9	1	1	-	-	-	-	-	-	-
2019	강서구	가양3동	계	16,199	560	286	247	459	726	1,262	1,752	1,561	1,019	1,018	1,113	1,346	1,481	1,152	857	642	414	194	91	17	2
2019	강서구	가양3동	한국인	16,086	560	283	247	457	722	1,256	1,734	1,543	1,006	1,008	1,098	1,334	1,476	1,148	855	642	413	194	91	17	2
2019	강서구	가양3동	외국인	113	-	3	-	2	4	6	18	18	13	10	15	12	5	4	2	-	1	-	-	-	-
2019	강서구	발산1동	계	38,507	1,417	2,445	2,444	2,753	2,532	2,187	1,819	2,991	3,527	4,018	3,070	2,628	2,293	1,466	1,234	810	488	250	95	32	8
2019	강서구	발산1동	한국인	38,348	1,415	2,443	2,439	2,744	2,525	2,176	1,794	2,969	3,511	4,000	3,056	2,612	2,286	1,465	1,232	809	487	250	95	32	8
2019	강서구	발산1동	외국인	159	2	2	5	9	7	11	25	22	16	18	14	16	7	1	2	1	1	-	-	-	-
2019	강서구	공항동	계	28,261	1,461	1,338	822	936	1,637	2,362	2,440	3,004	2,235	2,190	1,970	2,278	1,927	1,244	981	698	430	188	75	18	27
2019	강서구	공항동	한국인	27,372	1,446	1,327	816	934	1,621	2,332	2,367	2,944	2,124	2,052	1,823	2,084	1,862	1,235	970	697	430	188	75	18	27
2019	강서구	공항동	외국인	889	15	11	6	2	16	30	73	60	111	138	147	194	65	9	11	1	-	-	-	-	-
2019	강서구	방화1동	계	45,668	1,966	2,781	2,219	2,101	2,455	3,136	3,067	3,992	4,075	3,906	3,222	3,499	3,209	2,211	1,597	1,090	672	305	123	29	13
2019	강서구	방화1동	한국인	45,356	1,958	2,776	2,216	2,094	2,442	3,106	3,032	3,951	4,036	3,868	3,182	3,468	3,197	2,204	1,597	1,088	672	304	123	29	13
2019	강서구	방화1동	외국인	312	8	5	3	7	13	30	35	41	39	38	40	31	12	7	-	2	-	1	-	-	-
2019	강서구	방화2동	계	24,051	637	678	690	882	1,430	2,129	1,965	1,786	1,580	1,791	1,805	2,082	2,090	1,464	1,178	901	574	256	85	23	25
2019	강서구	방화2동	한국인	23,716	628	674	687	877	1,413	2,086	1,923	1,736	1,545	1,765	1,767	2,050	2,074	1,455	1,174	900	573	256	85	23	25
2019	강서구	방화2동	외국인	335	9	4	3	5	17	43	42	50	35	26	38	32	16	9	4	1	1	-	-	-	-
2019	강서구	방화3동	계	24,467	772	811	824	842	1,162	1,660	1,785	2,140	1,822	1,861	1,812	2,049	2,226	1,545	1,158	932	580	304	136	39	7
2019	강서구	방화3동	한국인	24,311	767	801	823	840	1,157	1,645	1,754	2,121	1,803	1,850	1,801	2,034	2,218	1,543	1,157	931	580	304	136	39	7
2019	강서구	방화3동	외국인	156	5	10	1	2	5	15	31	19	19	11	11	15	8	2	1	1	-	-	-	-	-
2019	강서구	화곡1동	계	54,562	1,940	1,328	1,172	1,630	3,203	5,919	6,054	5,465	4,017	3,920	3,853	4,219	4,030	2,900	2,254	1,401	781	314	113	31	18
2019	강서구	화곡1동	한국인	53,420	1,873	1,302	1,154	1,621	3,157	5,797	5,890	5,347	3,931	3,808	3,725	4,057	3,972	2,883	2,250	1,398	781	313	112	31	18
2019	강서구	화곡1동	외국인	1,142	67	26	18	9	46	122	164	118	86	112	128	162	58	17	4	3	-	1	1	-	-
2019	강서구	우장산동	계	44,808	1,612	2,566	2,789	2,851	2,577	2,763	2,484	3,631	4,202	4,622	3,511	3,101	2,762	2,074	1,516	906	467	229	91	32	22
2019	강서구	우장산동	한국인	44,578	1,602	2,559	2,785	2,847	2,569	2,744	2,448	3,594	4,179	4,606	3,492	3,077	2,745	2,071	1,514	906	466	229	91	32	22
2019	강서구	우장산동	외국인	230	10	7	4	4	8	19	36	37	23	16	19	24	17	3	2	-	1	-	-	-	-
2019	구로구	소계	계	439,371	15,662	16,981	15,131	17,257	25,101	33,305	33,514	37,240	33,739	37,366	36,394	38,684	33,218	23,095	17,800	12,776	7,432	3,121	1,100	299	156
2019	구로구	소계	한국인	406,664	14,397	16,104	14,676	16,903	24,141	31,511	30,262	34,392	31,016	33,431	31,413	32,580	30,906	22,521	17,652	12,721	7,388	3,107	1,089	298	156
2019	구로구	소계	외국인	32,707	1,265	877	455	354	960	1,794	3,252	2,848	2,723	3,935	4,981	6,104	2,312	574	148	55	44	14	11	1	-
2019	구로구	신도림동	계	37,188	1,780	2,025	1,886	1,761	2,192	2,357	2,885	3,682	3,411	3,264	2,706	2,600	2,327	1,657	1,147	748	460	196	73	24	7
2019	구로구	신도림동	한국인	36,849	1,774	2,019	1,884	1,754	2,170	2,309	2,824	3,643	3,381	3,239	2,676	2,558	2,316	1,654	1,145	746	458	196	73	23	7
2019	구로구	신도림동	외국인	339	6	6	2	7	22	48	61	39	30	25	30	42	11	3	2	2	2	-	-	1	-
2019	구로구	구로1동	계	22,097	994	1,097	1,049	1,017	1,321	1,688	1,890	2,221	1,930	1,885	1,566	1,612	1,548	930	571	370	223	120	46	18	1
2019	구로구	구로1동	한국인	21,621	975	1,088	1,043	1,012	1,304	1,622	1,808	2,174	1,888	1,843	1,517	1,549	1,525	930	569	368	221	120	46	18	1
2019	구로구	구로1동	외국인	476	19	9	6	5	17	66	82	47	42	42	49	63	23	-	2	2	2	-	-	-	-
2019	구로구	구로3동	계	26,290	832	902	772	800	1,421	3,000	2,886	2,791	2,262	2,206	1,777	1,797	1,563	1,129	900	618	390	169	48	6	21
2019	구로구	구로3동	한국인	24,280	725	824	739	771	1,368	2,874	2,645	2,562	2,091	2,012	1,516	1,513	1,416	1,088	892	615	387	167	48	6	21
2019	구로구	구로3동	외국인	2,010	107	78	33	29	53	126	241	229	171	194	261	284	147	41	8	3	3	2	-	-	-
2019	구로구	구로4동	계	26,219	719	607	620	794	1,211	1,966	1,967	2,004	1,904	2,364	2,607	3,020	2,113	1,429	1,160	890	553	191	70	13	17
2019	구로구	구로4동	한국인	20,911	517	460	541	736	1,128	1,750	1,517	1,594	1,435	1,738	1,733	1,878	1,694	1,331	1,141	881	549	190	68	13	17
2019	구로구	구로4동	외국인	5,308	202	147	79	58	83	216	450	410	469	626	874	1,142	419	98	19	9	4	1	2	-	-
2019	구로구	구로5동	계	33,426	1,274	1,024	822	1,024	2,062	3,301	3,254	3,092	2,343	2,657	2,781	3,053	2,341	1,545	1,209	850	486	220	72	16	-
2019	구로구	구로5동	한국인	29,812	1,125	938	760	987	1,972	3,106	2,874	2,771	2,043	2,234	2,250	2,380	2,070	1,480	1,193	843	483	218	69	16	-
2019	구로구	구로5동	외국인	3,614	149	86	62	37	90	195	380	321	300	423	531	673	271	65	16	7	3	2	3	-	-
2019	구로구	고척1동	계	24,182	677	806	930	1,221	1,735	1,753	1,462	1,635	1,662	2,109	2,082	2,097	1,980	1,465	1,099	783	415	175	71	21	4
2019	구로구	고척1동	한국인	23,706	663	793	925	1,203	1,626	1,710	1,416	1,591	1,633	2,073	2,047	2,048	1,959	1,455	1,098	781	415	174	71	21	4
2019	구로구	고척1동	외국인	476	14	13	5	18	109	43	46	44	29	36	35	49	21	10	1	2	-	1	-	-	-
2019	구로구	고척2동	계	28,950	849	1,219	1,104	1,389	1,855	1,936	1,617	2,071	2,149	2,605	2,618	2,542	2,280	1,567	1,263	956	606	218	80	21	5
2019	구로구	고척2동	한국인	28,334	828	1,204	1,096	1,377	1,837	1,903	1,557	2,010	2,095	2,524	2,540	2,431	2,236	1,554	1,258	955	605	218	80	21	5
2019	구로구	고척2동	외국인	616	21	15	8	12	18	33	60	61	54	81	78	111	44	13	5	1	1	-	-	-	-
2019	구로구	개봉2동	계	33,036	1,332	1,285	1,146	1,391	1,796	2,169	2,226	2,847	2,555	2,558	2,402	2,738	2,783	2,143	1,659	1,060	567	240	102	27	10
2019	구로구	개봉2동	한국인	32,523	1,298	1,270	1,139	1,386	1,776	2,126	2,164	2,794	2,527	2,513	2,332	2,653	2,755	2,130	1,656	1,059	566	240	102	27	10
2019	구로구	개봉2동	외국인	513	34	15	7	5	20	43	62	53	28	45	70	85	28	13	3	1	1	-	-	-	-
2019	구로구	개봉3동	계	22,005	688	789	724	857	1,307	1,488	1,486	1,774	1,615	1,776	1,819	1,896	1,938	1,435	991	702	444	193	55	19	9
2019	구로구	개봉3동	한국인	21,500	658	768	717	853	1,294	1,458	1,429	1,723	1,569	1,722	1,755	1,824	1,895	1,426	988	702	443	193	55	19	9
2019	구로구	개봉3동	외국인	505	30	21	7	4	13	30	57	51	46	54	64	72	43	9	3	-	1	-	-	-	-
2019	구로구	오류1동	계	23,295	781	620	544	779	1,496	2,505	2,445	2,159	1,621	1,667	1,551	1,746	1,676	1,252	1,001	744	474	147	62	20	5
2019	구로구	오류1동	한국인	22,563	746	595	534	769	1,468	2,446	2,345	2,078	1,570	1,594	1,464	1,627	1,633	1,247	998	744	472	147	61	20	5
2019	구로구	오류1동	외국인	732	35	25	10	10	28	59	100	81	51	73	87	119	43	5	3	-	2	-	1	-	-
2019	구로구	오류2동	계	53,500	2,701	3,348	2,510	2,302	2,754	3,645	3,899	5,062	4,587	4,257	3,642	3,708	3,467	2,561	2,127	1,482	847	413	143	36	9
2019	구로구	오류2동	한국인	52,659	2,669	3,325	2,491	2,290	2,727	3,603	3,802	4,970	4,499	4,172	3,545	3,584	3,402	2,537	2,115	1,481	846	413	143	36	9
2019	구로구	오류2동	외국인	841	32	23	19	12	27	42	97	92	88	85	97	124	65	24	12	1	1	-	-	-	-
2019	구로구	수궁동	계	24,890	768	923	973	1,202	1,514	1,692	1,660	1,941	1,949	2,093	2,030	2,123	2,033	1,420	1,059	830	401	188	62	18	11
2019	구로구	수궁동	한국인	24,523	749	914	967	1,197	1,490	1,656	1,606	1,911	1,926	2,044	1,997	2,069	2,018	1,414	1,056	829	401	188	62	18	11
2019	구로구	수궁동	외국인	367	19	9	6	5	24	36	54	30	23	49	33	54	15	6	3	1	-	-	-	-	-
2019	구로구	가리봉동	계	15,250	287	259	196	254	606	988	1,121	998	1,026	1,631	2,062	2,355	1,436	682	528	367	255	124	37	16	22
2019	구로구	가리봉동	한국인	9,350	141	144	137	212	520	780	657	547	515	802	965	1,055	972	604	503	357	244	121	36	16	22
2019	구로구	가리봉동	외국인	5,900	146	115	59	42	86	208	464	451	511	829	1,097	1,300	464	78	25	10	11	3	1	-	-
2019	구로구	구로2동	계	35,208	872	897	769	1,005	1,761	2,460	2,470	2,405	2,355	3,519	3,930	4,261	2,905	1,813	1,487	1,226	671	257	94	23	28
2019	구로구	구로2동	한국인	25,313	458	614	635	907	1,451	1,902	1,492	1,552	1,549	2,269	2,403	2,459	2,274	1,635	1,448	1,214	658	252	90	23	28
2019	구로구	구로2동	외국인	9,895	414	283	134	98	310	558	978	853	806	1,250	1,527	1,802	631	178	39	12	13	5	4	-	-
2019	구로구	개봉1동	계	33,835	1,108	1,180	1,086	1,461	2,070	2,357	2,246	2,558	2,370	2,775	2,821	3,136	2,828	2,067	1,599	1,150	640	270	85	21	7
2019	구로구	개봉1동	한국인	32,720	1,071	1,148	1,068	1,449	2,010	2,266	2,126	2,472	2,295	2,652	2,673	2,952	2,741	2,036	1,592	1,146	640	270	85	21	7
2019	구로구	개봉1동	외국인	1,115	37	32	18	12	60	91	120	86	75	123	148	184	87	31	7	4	-	-	-	-	-
2019	금천구	소계	계	251,820	7,446	7,705	7,117	9,108	15,210	22,406	19,757	19,330	17,042	21,129	23,132	24,953	19,825	13,212	10,068	7,489	4,143	1,799	605	175	169
2019	금천구	소계	한국인	232,810	6,624	7,122	6,854	8,951	14,787	21,454	17,949	17,717	15,489	18,702	20,016	21,334	18,615	12,896	9,979	7,461	4,130	1,787	602	173	168
2019	금천구	소계	외국인	19,010	822	583	263	157	423	952	1,808	1,613	1,553	2,427	3,116	3,619	1,210	316	89	28	13	12	3	2	1
2019	금천구	가산동	계	24,455	577	408	344	454	1,655	3,967	3,154	2,253	1,573	1,824	2,007	2,266	1,559	886	694	437	233	110	34	10	10
2019	금천구	가산동	한국인	21,027	476	336	318	434	1,553	3,748	2,813	1,986	1,289	1,382	1,415	1,583	1,357	844	674	430	230	106	33	10	10
2019	금천구	가산동	외국인	3,428	101	72	26	20	102	219	341	267	284	442	592	683	202	42	20	7	3	4	1	-	-
2019	금천구	독산1동	계	43,840	1,860	1,596	1,099	1,320	2,727	4,787	4,525	4,291	3,240	3,331	3,323	3,590	2,831	1,847	1,407	1,097	604	245	83	23	14
2019	금천구	독산1동	한국인	41,421	1,765	1,549	1,064	1,300	2,641	4,589	4,249	4,058	3,056	3,045	2,981	3,169	2,700	1,803	1,394	1,093	603	243	83	22	14
2019	금천구	독산1동	외국인	2,419	95	47	35	20	86	198	276	233	184	286	342	421	131	44	13	4	1	2	-	1	-
2019	금천구	독산2동	계	21,405	583	605	582	811	1,286	1,643	1,430	1,492	1,338	1,879	2,326	2,383	1,806	1,197	888	612	314	145	50	19	16
2019	금천구	독산2동	한국인	19,444	468	534	557	793	1,250	1,570	1,237	1,322	1,186	1,635	1,984	2,024	1,684	1,173	875	612	312	144	50	18	16
2019	금천구	독산2동	외국인	1,961	115	71	25	18	36	73	193	170	152	244	342	359	122	24	13	-	2	1	-	1	-
2019	금천구	독산3동	계	29,916	760	737	685	954	1,676	2,462	2,258	2,078	1,898	2,684	3,255	3,607	2,523	1,607	1,134	837	444	198	79	18	22
2019	금천구	독산3동	한국인	25,161	563	594	623	917	1,590	2,280	1,878	1,695	1,525	2,054	2,417	2,607	2,204	1,518	1,120	824	440	195	78	18	21
2019	금천구	독산3동	외국인	4,755	197	143	62	37	86	182	380	383	373	630	838	1,000	319	89	14	13	4	3	1	-	1
2019	금천구	독산4동	계	18,227	452	486	525	636	1,078	1,371	1,226	1,237	1,210	1,637	1,966	2,158	1,497	1,047	741	531	255	112	37	10	15
2019	금천구	독산4동	한국인	15,996	325	394	482	613	1,048	1,297	1,013	1,043	1,011	1,328	1,610	1,758	1,378	1,012	727	528	255	112	37	10	15
2019	금천구	독산4동	외국인	2,231	127	92	43	23	30	74	213	194	199	309	356	400	119	35	14	3	-	-	-	-	-
2019	금천구	시흥1동	계	36,706	1,098	1,200	1,078	1,431	2,146	3,013	2,624	2,761	2,595	3,125	3,343	3,574	2,915	1,940	1,584	1,189	624	308	109	27	22
2019	금천구	시흥1동	한국인	34,335	990	1,110	1,048	1,414	2,104	2,913	2,418	2,556	2,395	2,814	2,965	3,132	2,727	1,896	1,577	1,189	623	307	108	27	22
2019	금천구	시흥1동	외국인	2,371	108	90	30	17	42	100	206	205	200	311	378	442	188	44	7	-	1	1	1	-	-
2019	금천구	시흥2동	계	22,659	703	1,037	1,102	1,178	1,344	1,307	1,150	1,553	1,719	2,020	1,958	1,972	1,863	1,221	1,003	750	464	185	68	26	36
2019	금천구	시흥2동	한국인	22,541	702	1,035	1,100	1,175	1,340	1,299	1,138	1,540	1,701	1,999	1,944	1,960	1,858	1,220	1,002	749	464	185	68	26	36
2019	금천구	시흥2동	외국인	118	1	2	2	3	4	8	12	13	18	21	14	12	5	1	1	1	-	-	-	-	-
2019	금천구	시흥3동	계	11,524	297	338	319	444	718	797	748	807	698	944	1,001	1,141	1,077	799	551	456	248	94	38	6	3
2019	금천구	시흥3동	한국인	11,360	291	335	319	442	710	783	729	794	688	922	978	1,113	1,068	793	550	456	248	94	38	6	3
2019	금천구	시흥3동	외국인	164	6	3	-	2	8	14	19	13	10	22	23	28	9	6	1	-	-	-	-	-	-
2019	금천구	시흥4동	계	22,216	596	728	756	928	1,306	1,622	1,441	1,522	1,447	1,829	2,042	2,245	1,993	1,351	1,021	721	407	179	50	18	14
2019	금천구	시흥4동	한국인	21,360	555	693	736	918	1,296	1,572	1,344	1,436	1,375	1,750	1,916	2,101	1,927	1,338	1,016	721	406	178	50	18	14
2019	금천구	시흥4동	외국인	856	41	35	20	10	10	50	97	86	72	79	126	144	66	13	5	-	1	1	-	-	-
2019	금천구	시흥5동	계	20,872	520	570	627	952	1,274	1,437	1,201	1,336	1,324	1,856	1,911	2,017	1,761	1,317	1,045	859	550	223	57	18	17
2019	금천구	시흥5동	한국인	20,165	489	542	607	945	1,255	1,403	1,130	1,287	1,263	1,773	1,806	1,887	1,712	1,299	1,044	859	549	223	57	18	17
2019	금천구	시흥5동	외국인	707	31	28	20	7	19	34	71	49	61	83	105	130	49	18	1	-	1	-	-	-	-
2019	영등포구	소계	계	400,986	14,111	13,494	11,733	14,015	22,602	36,612	36,846	35,177	29,297	32,894	32,966	34,853	28,514	19,037	15,013	11,484	7,352	3,228	1,150	338	270
2019	영등포구	소계	한국인	367,678	12,883	12,564	11,192	13,667	21,731	34,924	33,614	32,372	26,642	28,882	27,733	28,435	26,082	18,444	14,850	11,416	7,304	3,206	1,136	332	269
2019	영등포구	소계	외국인	33,308	1,228	930	541	348	871	1,688	3,232	2,805	2,655	4,012	5,233	6,418	2,432	593	163	68	48	22	14	6	1
2019	영등포구	여의동	계	34,598	1,361	1,757	1,468	1,451	1,735	2,336	2,525	2,999	2,789	2,810	2,593	2,531	2,350	1,667	1,483	1,189	904	432	145	49	24
2019	영등포구	여의동	한국인	34,222	1,337	1,739	1,458	1,445	1,725	2,296	2,461	2,956	2,754	2,777	2,562	2,513	2,335	1,652	1,477	1,184	902	432	145	48	24
2019	영등포구	여의동	외국인	376	24	18	10	6	10	40	64	43	35	33	31	18	15	15	6	5	2	-	-	1	-
2019	영등포구	당산1동	계	21,524	751	541	455	671	1,295	2,331	2,367	1,985	1,530	1,613	1,589	1,648	1,536	1,116	804	617	413	170	57	19	16
2019	영등포구	당산1동	한국인	20,989	741	532	447	657	1,258	2,276	2,288	1,947	1,492	1,556	1,533	1,573	1,496	1,104	800	616	411	170	57	19	16
2019	영등포구	당산1동	외국인	535	10	9	8	14	37	55	79	38	38	57	56	75	40	12	4	1	2	-	-	-	-
